what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1309460234896
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1309460234897
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1309460234897
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1309460234897
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1309460234898
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1309460234898
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1309460234900
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1309460234929
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1309460234930
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1309460234931
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1309460234932
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1309460234933
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1309460234953
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1309460234954
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1309460234955
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1309460234955
started,bundle,org.eclipse.jst.j2ee.ui,1.1.500.v201104151900,"org.eclipse.jst.j2ee.ui",1309460234957
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1309460234959
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1309460234959
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1309460234960
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1309460234961
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1309460234962
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1309460234963
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1309460234963
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1309460234973
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1309460234974
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1309460234975
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1309460234976
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1309460234978
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1309460234979
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1309460234980
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1309460234981
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1309460234982
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1309460234983
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1309460234984
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1309460234987
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1309460234987
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1309460234989
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1309460234990
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1309460234992
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1309460234993
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1309460234993
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1309460234994
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1309460234995
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1309460234996
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1309460234997
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1309460234998
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1309460235000
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1309460235000
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1309460235018
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1309460235019
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1309460235020
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.100.v201011172300,"org.eclipse.wst.common.emfworkbench.integration",1309460235021
started,bundle,org.eclipse.wst.common.frameworks,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks",1309460235022
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1309460235022
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1309460235023
os,sysinfo,,,"win32",1309460235028
arch,sysinfo,,,"x86",1309460235028
ws,sysinfo,,,"win32",1309460235028
locale,sysinfo,,,"en_US",1309460235028
processors,sysinfo,,,"4",1309460235028
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1309460235028
java.runtime.version,sysinfo,,,"1.6.0_22-b04",1309460235028
java.specification.name,sysinfo,,,"Java Platform API Specification",1309460235028
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1309460235028
java.specification.version,sysinfo,,,"1.6",1309460235028
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1309460235028
java.version,sysinfo,,,"1.6.0_22",1309460235028
java.vm.info,sysinfo,,,"mixed mode",1309460235028
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1309460235028
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1309460235028
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1309460235028
java.vm.specification.version,sysinfo,,,"1.0",1309460235028
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1309460235028
java.vm.version,sysinfo,,,"17.1-b03",1309460235028
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309460249288
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309460251076
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309460251247
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1309460251990
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1309460252001
